#################################################################################	#################################################################################
immigrant	xeSAnwara_meM_basanevAlA/apravAsI
immigration	apravASana/ApravAsI/ApravAsana
imminence	sannikatawA
imminenter	sannikatawa
imminentest	sannikatawa
imminently	sannikatawApUrvaka
imminent	sannikatawa/Asanna
immiscible	amiSraNIya
immobiler	sWira
immobilest	sWira
immobile	sWira/niScala/gawihIna
immobilise	acala_karanA/gawihIna_kara_xe
immobilised	acala_karanA
immobilises	acala_karanA
immobilising	acala_karanA
immobility	niScalawA/gawihInawA
immobilization	nisaFcAlana
immobilize	acala_kara/gawihIna_kara_xe
immobilized	acala_karanA
immobilizes	acala_karanA
immobilizing	acala_karanA
immoderate	awyanwa/awyaXika
immoderately	AXikyawA_lie_hue/bahuwa_aXika/amaryAxiwa_rUpa_se
immoderater	awyanwa
immoderatest	awyanwa
immodester	nirlajja
immodestest	nirlajja
immodest	nirlajja/XqRta/aSlIla
immolation	kurbAnI
immolations	kurbAnI
immoral	anEwika/vyaBicArapUrNa/paWaBraRta
immoraler	anEwika
immoralest	anEwika
immorality	vyaBicAra/xuRtawA/anEwikawA
immorally	anEwikawApUrvaka
immortal	amara/anaSvara/amara_vyakwi
immortaler	amara
immortalest	amara
immortalise	amara_banAnA/amara_kara_xe
immortalised	amara_banAnA
immortalises	amara_banAnA
immortalising	amara_banAnA
immortalities	amarawva
immortality	amarwyawA/amarawva
immortalize	amara_banA/amara_kara_xe
immortalized	amara_banAnA
immortalizes	amara_banAnA
immortalizing	amara_banAnA
immortals	amara
immovable	acala/atala
immovabler	acala
immovablest	acala
immoveable	acala/atala
immoveabler	acala
immoveablest	acala
immuner	unmukwa
immunest	unmukwa
immunes	unmukwa
immune	unmukwa/prawirakRiwa/praBAvaSUnya/asafkrAmya/prawiroXaka/prawirakRaNa
immunisation	prawirakRaNa
immunisations	prawirakRaNa
immunised	unmukwa_karanA/prawirakRiwa
immunises	unmukwa_karanA
immunise	unmukwa_karanA/prawirakRaNa_kara
immunising	unmukwa_karanA
immunities	unmukwi
immunity	unmukwi/prawirakRA/nirApaxawA/apraBAvyawA
immunization	prawirakRaNa
immunizations	prawirakRaNa
immunized	unmukwa_karanA/prawirakRiwa
immunizes	unmukwa_karanA
immunize	unmukwa_kara/prawirakRaNa_kara
immunizing	unmukwa_karanA
immunologist	prawirakRA_vijFAnI
immunology	prawirakRA_vijFAna
immure	banxa_kara
immured	banxa_karanA
immures	banxa_karanA
immuring	banxa_karanA
immutability	apiravarwanIyawA/aparivarwanIyawA
immutable	aparivarwanIya
immutabler	aparivarwanIya
immutablest	aparivarwanIya
immutably	aparivarwanIya_Dafga_se
impacted	takkara/anwarGatta
impacting	takkara
impact	praBAva/XakkA/takkara/praBAva/gaharA_asara_dAla/takkara
impacts	takkara
impair	bigAd/xURiwa_kara/bigAda_xe
impaired	bigAdnA/xurbala/kRINa_huA
impairing	bigAdnA
impairment	xurbalawA/kRawi
impairs	bigAdnA
impale	Cexa/PazsA/bIMXa
impaled	CexanA
impales	CexanA
impaling	CexanA
impalpable	na_samaJane_yogya/xurboXa/sparSAwIwa
impalpabler	na_samaJane_yogya
impalpablest	na_samaJane_yogya
imparted	praxAna_karanA
impartial	apakRapAwI/niRpakRa
impartialer	apakRapAwI
impartialest	apakRapAwI
impartialities	apakRapAwa
impartiality	apakRapAwa/niRpakRawA
impartially	niRpakRa_Dafga_se
impartialness	apakRapAwa
impartialnesses	apakRapAwa
imparting	praxAna_karanA
impart	praxAna_kara/bawA
imparts	praxAna_karanA
imparttiality	watasWawA
impassable	agamya/xurgama/apAraNIya
impassabler	agamya
impassablest	agamya
impasse	gawiroXa/banxa_galI
impasses	banxa_galI
impassioneder	joSIlA
impassionedest	joSIlA
impassioned	joSIlA/AvegapUrNa
impassion	joSIlA
impassive	BAvanA_SUnya/BAvaSUnya
impassively	BAvaSUnyawApUrvaka
impassiveness	BAvaSUnyawA
impassiver	BAvanA_SUnya
impassivest	BAvanA_SUnya
impassivity	BAvaSUnyawA
impatience	aXEryawA/aXIrawA
impatiences	aXEryawA
impatient	aXIra/uwsuka/uwAvalA/uwasuka/becEna/aXErya
impatienter	aXIra
impatientest	aXIra
impatiently	aXIrawa_se/aXIrawApUrvaka
imp	CotA_prewa_yA_piSAca/SEwAna_bOnA/SarArawI_baccA
impeachable	aBiyojya/xoRa_lagAne_yogya
impeachabler	xoRa_lagAne_yogya
impeachablest	xoRa_lagAne_yogya
impeached	mahABiyoga_lagAnA
impeaches	mahABiyoga_lagAnA
impeaching	mahABiyoga_lagAnA
impeach	mahABiyoga_lagA/cunOwI_xe/aBiyoga_lagA
impeachment	aBiyoga/mahABiyoga
impeachments	aBiyoga
impeccable	nirxoRa/wrutihIna
impeccabler	nirxoRa
impeccablest	nirxoRa
impeccant	pAparahiwa
impecuniouser	nirXana
impecuniousest	nirXana
impecunious	nirXana
impedance	prawibAXA
impedances	prawibAXA
imped	CotA_prewa_yA_piSAca
impeded	rokanA/bAXiwa
impedence	prawibAXA
impede	roka/atakA
impedes	rokanA
impedimentalla	prawibanXaka_sAmAna
impedimenta	sAja-sAmAna
impediments	viGna
impediment	viGna/hakalAhata/bAXA
impeding	rokanA
impelled	preriwa_karanA
impelling	preriwa_karanA
impel	preriwa_kara/Xakela/Tela
impels	preriwa_karanA
impend	Asanna
impending	Asanna
impendinger	Asanna
impendingest	Asanna
impenetrability	aBexyawA/xurboXawA
impenetrable	aBexya/xurboXa
impenetrabler	aBexya
impenetrablest	aBexya
impenetrably	aCexanIya_waraha_se/aBexya_rUpa_se
impenitently	binA_paCawAve_ke
impenitent	paScAwwAparahiwa
imperative	anivArya/AxeSAwmaka/AxeSasUcaka/awyAvaSyaka/AxeSa_sUcaka/anivAryawA/AjFArWaka_kriyA/AjFArWa
imperativer	AxeSa_sUcaka
imperatives	AxeSa_sUcaka
imperativest	AxeSa_sUcaka
imperceptible	awIMxriya/awisUkRma/alakRya
imperceptibler	awIMxriya
imperceptiblest	awIMxriya
imperceptibly	awisUkRma_rUpa_se/alakRiwa_rUpa_se
imperfecter	wruwipUrNa
imperfectest	wruwipUrNa
imperfection	apUrNawA/xoRa/kamI
imperfections	xoRa
imperfectly	wruitapUrNa_Dafga_se/wrutipUrNa_Dafga_se
imperfects	wruwipUrNa
imperfect	wruwipUrNa/wrutipUrNa/apUrNa/apUrNa_BUwa
imperialer	prawApI
imperialest	prawApI
imperialism	sAmrAjyavAxa
imperialisms	sAmrAjyavAxa
imperialister	sAmrAjyavAxI
imperialistest	sAmrAjyavAxI
imperialistic	sAmrAjyavAxI
imperialist	sAmrAjyavAxI/sAmrAjyavAxI
imperialists	sAmrAjyavAxI
imperially	SAhI_Dafga_se
imperial	SAhI/rAjasI/SAhI/prawApI
imperials	prawApI
imperiled	joKima_meM_dAlanA
imperiling	joKima_meM_dAlanA
imperil	joKima_meM_dAla
imperils	joKima_meM_dAlanA
imperiouser	uxXawa
imperiousest	uxXawa
imperiously	xamBapUrNa_Dafga_se/sagarva/sABimAna/aBimAnapUrvaka
imperious	uxXawa/xamBapUrNa
imperishable	avinASI/sWAyI
imperishabler	avinASI
imperishablest	avinASI
impermanence	asWAyiwva
impermanenter	naSvara
impermanentest	naSvara
impermanent	naSvara/naSvara
impermeable	aBexya/apAragamya
impermeabler	aBexya
impermeablest	aBexya
impersonaler	nirapekRa
impersonalest	nirapekRa
impersonalities	vyakwiwvahInawA
impersonality	vyakwiwvahInawA/nirvEyakwikawA
impersonally	nirapekRa_rUpa_se/avyakwigawa_rUpa_se
impersonal	nirapekRa/OpacArika/BAvavAcaka/avyakwigawa
impersonated	pararUpa_XAraNa_karanA
impersonate	pararUpa_XAraNa_kara/rUpa_XAraNa_kara
impersonates	pararUpa_XAraNa_karanA
impersonating	pararUpa_XAraNa_karanA
impersonation	aBinaya_karanA/pararUpaNa/CaxmarUpaNa
impersonations	aBinaya_karanA
impersonator	bahuopiyA/pararUpaXAraka_aBinewA/baharUpiyA
impertinence	XqRtawA/DiTAI
impertinenter	xqRta
impertinentest	xqRta
impertinently	XqRtawApUrvaka/DiTAI_se
impertinent	xqRta/XqRta/uxxaNdawApUrNa/DITa
imperturbability	avicaliwawA
imperturbable	avicaliwa
imperturbabler	avicaliwa
imperturbablest	avicaliwa
imperturbably	avicaliwa_rUpa_se
imperviable	aBexya
imperviabler	aBexya
imperviablest	aBexya
impervious	aBexya/apraBAviwa
imperviouser	aBexya
imperviousest	aBexya
impetigo	carmapUya
impetigos	carmapUya
impetuosity	uwAvalApana
impetuouser	jalxabAja
impetuousest	jalxabAja
impetuous	jalxabAja/avivekI
impetuously	jalxabAjI_se
impetuses	gawibala
impetus	gawibala/saMvega/preranA
impieties	aSraxXA
impiety	aSraxXA/nAswikawA
imping	CotA_prewa_yA_piSAca
impinged	takarAnA
impinges	takarAnA
impinge	takarA/awikramaNa_kara
impinging	takarAnA
impious	aXarmI/nAswika/akarwavyaparAyaNa
impiouser	aXarmI
impiousest	aXarmI
impisher	nataKata
impishest	nataKata
impishly	SarArawa_se
impish	nataKata/SarArawI
impishness	SarArawIpana
implacable	kaTora/apraSamya
implacabler	kaTora
implacablest	kaTora
implacably	aidaga_rUpa_se/adiga_rUpa_se
implantation	lagAnA/AropaNa/lagA
implant	bETA/vikasiwa_ho/bETA_xe/AropaNA_kara/bETa
implanted	bETanA
implanting	bETanA
implants	bETanA
implausible	aviSvAsya/aviSvasanIya
implausibler	aviSvAsya
implausiblest	aviSvAsya
implausibly	aviSvasanIya_Damga_se
impleaded	vakAlawa_karanA
impleading	vakAlawa_karanA
impleads	vakAlawa_karanA
implead	vakAlawa_kara
implecation	nihiwArWa
implementation	kAryAnvayana/lAgU_karanA
implementations	kAryAnvayana
implemented	upakaraNa/paripAliwa
implementing	upakaraNa/kAryAnvayana
implement	sAXana/haWiyAra/upakaraNa/kAryAnvayana_kara/anubanXa_kara/amala_meM_lA
implements	upakaraNa
implicated	PazsAnA
implicate	PazsA/kI_ora_iSArA_kara
implicates	PazsAnA
implicating	PazsAnA
implication_noun	vivakRA
implications	ulaJana
implication	vivakRA/ulaJAva/nihiwArWa/ulaJana
implicit	anwarnihiwa/nirvivAxa/aprawykRa
implicite	nihiwa
impliciter	nirvivAxa
implicitest	nirvivAxa
implicitly	avyakwa_rUpa_se
implied	kA_arWa_honA/anwarnihiwa
implies	kA_arWa_honA
implike	SarArawI/nataKata
implode	anwaH_visPota_ho
imploded	anwaH_visPota_honA
implodes	anwaH_visPota_honA
imploding	anwaH_visPota_honA
implored	prArWanA_karanA
implore	prArWanA_kara
implores	prArWanA_karanA
imploringly	prArWanA_karawe_hue
imploring	prArWanA_karanA
implying	kA_arWa_honA
imply	wAwparya/kA_arWa_ho/sUciwa_kara/suciwa_kara/samaJa
impolite	aSiRta
impolitely	aSiRtApUrvaka
impoliter	aSiRta
impolitest	aSiRta
impolitic	anuciwa/avivekapUrNa
impoliticer	anuciwa
impoliticest	anuciwa
imponderable	awisUkRma
imponderabler	awisUkRma
imponderables	awisUkRma
imponderablest	awisUkRma
importance	mahawva/prawiRTA/mahawwva/guruwva/guruwA/gamBIrawA/Adambara
importances	mahawva
importanter	mahawwvapUrNa
importantest	mahawwvapUrNa
importantly	AvaSyaka_rUpa_meM/mahawwvapUrNa_Dafga_se
important	mahawwvapUrNa/viSiRta/SAnaxAra/sabase_mahawwvapUrNa/muKya/awyAvaSyaka/KAsa/mahawvapUrNa/jarUrI
importation	AyAwa/AyAwiwa_mAla
importations	AyAwa
imported	AyAwa_karanA/AyAwiwa
importer	AyAwakarwA
importers	AyAwakarwA
importing	AyAwa_karanA
import	mahawva/AyAwa/arWa/AyAwa_kara/bulAyA_jAnA
imports	AyAwa_karanA
importunately	prArWanA_karawe_hue
importunater	xurAgrahI
importunatest	xurAgrahI
importunate	xurAgrahI/haTapUrNa
importuned	haTa_karanA
importune	haTa_kara
importunes	haTa_karanA
importuning	haTa_karanA
importunity	Agraha
imposed	lAgU_karanA
impose	lAgU_kara/Wopa_xe/lagA
imposes	lAgU_karanA
imposinger	praBAvaSAlI
imposingest	praBAvaSAlI
imposing	praBAvaSAlI
imposition	AropaNa/jAlasAjI/BAra
impositions	AropaNa
impossibilities	asamBavawA
impossibility	asamBAvanA/asamBavawA/aSakyawA
impossible	asamBava/nirASAjanaka/aSiRta/akaraNIya
impossibler	asamBava
impossiblest	asamBava
impossibly	asamBAvya_rUpa_meM/asamBava_rUpa_se
imposters	XoKebAja
imposter	XoKebAja/DoMgI
impost	lAga
impostors	XoKebAja
impostor	XoKebAja/DoMgI
impostures	XoKebAjI
imposture	XoKebAjI
impotence	asamarWawA/SakwihInawA/napuMsakawA/lAcArI/kamajorI
impotences	asamarWawA
impotency	vivaSawA/SakwihInawA/lAcArI
impotenter	SakwihIna
impotentest	SakwihIna
impotently	napuMsakawA_se/asahAya_rUpa_se
impotent	SakwihIna/napuMsaka/aSakwa
impounded	jabwa_karanA
impounding	jabwa_karanA/kurkI
impound	jabwa_kara/kAzjIhAusa_meM_raKa
impoundment	kurkI
impounds	jabwa_karanA
impovempoverishments	xarixrawA
impovempoverishment	xarixrawA
impoverish	aSakwa_kara_xe/xarixra_kara_xe
impoverished	aSakwa_kara_xenA/kafgAla/ArWika_rUpa_se_naRta
impoverishes	aSakwa_kara_xenA
impoverishing	aSakwa_kara_xenA
impoverishments	xarixrawA
impoverishment	xarixrawA
impracticabilities	avyavahArikawA
impracticability	avyavahArikawA/avyAvahArikawA
impracticable	avyavahArika/avyAvahArika
impracticableness	avyavahArikawA
impracticablenesses	avyavahArikawA
impracticabler	avyavahArika
impracticablest	avyavahArika
impractical	avyavahArya/PUhada/avyAvahArika
impracticaler	avyavahArya
impracticalest	avyavahArya
impracticalities	avyavahArikawA
impracticality	avyavahArikawA/avyAvahArikawA
impracticalness	avyavahArikawA
impracticalnesses	avyavahArikawA
impracticible	avyAvahArika
Imprecation	aBicAra
imprecise	asafkRipwa/galawa
imprecisely	asafkRipwa_rUpa_se/galawa_Dafga_se
impreciser	asafkRipwa
imprecisest	asafkRipwa
imprecision	ayaWArWawA
impregnable	ajeya/aBexya
impregnabler	ajeya
impregnablest	ajeya
impregnatable	ajeya
impregnatabler	ajeya
impregnatablest	ajeya
impregnated	garBAxAna_karanA
impregnater	garBAxAna_karanA
impregnate	se_vyApwa_kara/saMsaikwa_kara/garBAXAna_kara/garBAxAna_kara
impregnates	garBAxAna_karanA
impregnatest	garBAxAna_karanA
impregnating	garBAxAna_karanA
impregnation	saMsecana-mAXyama/saMsecana/garBAXAna
impresario	saFcAlaka/saMyojaka
impresarios	saFcAlaka
impressed	praBAviwa_karanA
impresses	praBAviwa_karanA
impressing	praBAviwa_karanA
impressionable	ASupraBAviwa/praBAvya/AsAnI_se_praBAviwa_hone_vAlA
impressionabler	ASupraBAviwa
impressionablest	ASupraBAviwa
impression	gaharI_CApa/xiKAvA/XAraNA/saMsakaraNa/rAya/praBAva/mawa/CApa/bicAra/asara
impressionism	praBAvavAxa
Impressionism	praBAvavAxa
impressionisms	praBAvavAxa
impressionister	praBAvavAxI
impressionistest	praBAvavAxI
impressionisticer	praBAvAwmaka
impressionisticest	praBAvAwmaka
impressionistic	praBAvAwmaka/praBAvavAxI
Impressionist	praBAvavAxI/praBAvavAxI_ciwrakAra
impressionist	praBAvavAxI/praBAvavAxI/praBAvavAxI_ciwrakAra
impressionists	praBAvavAxI
impressions	CApa
impressively	praBAvapUrNa_Dafga_se/praBAvaSAlI_Dafga_se
impressive	praBAvaSAlI
impressiver	praBAvaSAlI
impressivest	praBAvaSAlI
impress	praBAviwa_kara/sUwa_ko_rafga/praBAva_dAla/afkiwa_kara
imprest	agraxAya
imprimatur	muxraNAnumawi
imprimaturs	muxraNAnumawi
imprinted	mana_meM_bETA_xenA
imprinter_noun	CApiwra
imprinting	mana_meM_bETA_xenA
imprinting_noun	CApana
imprint	prakASaka/praBAva/CApa/afkiwa/mana_meM_bETA_xe/afkiwa_ho
imprints	mana_meM_bETA_xenA
imprisoned	kExa_karanA
imprisoning	kExa_karanA
imprison	kExa_kara/banxI_banA
imprisonment	kExa/kArAvAsa
imprisonments	kExa
imprisons	kExa_karanA
improbabilities	asamBAvyawA
improbability	asamBAvyawA/asamBAvanA
improbable	asamBAvya/viciwra
improbableness	asamBAvyawA
improbablenesses	asamBAvyawA
improbabler	asamBAvya
improbablest	asamBAvya
improbably	asamBAvya_rUpa_se/aviSvasanIya_rUpa_se
impromptuer	wAwkAlika
impromptuest	wAwkAlika
impromptus	wAwkAlika
impromptu	wAwkAlika/binA_wEyArI_kA/binA_wEyArI_ke
improper	anuciwa/galawa/asafgawa/anupayukwa
improperer	anuciwa
improperest	anuciwa
improperly	anuciwa_rUpa_se/anuciwa_Dafga_se
improprieties	anOciwya
impropriety	anOciwya/anuciwa_vyavahAra
improved	suXaranA/vikAsa_yogya/unnawa/kqRi_yogya/behawara
improvements	suXAra
improvement	suXAra/vqXxi/unnawi/pragawi
improves	suXaranA
improve	suXara/uwkqRta_banA/suXAra/behawara_ho/behawara_banA/baDA/saMSoXana
improvidence	axUraxarSI
improvidences	axUraxarSI
improvident	axUraxarSI
improvidenter	axUraxarSI
improvidentest	axUraxarSI
improving	suXaranA
improvisation	apraswuwa_yA_ASu_racanA/wAwkAlika_upAya/wAwkAlika_praxarSana/ASuracanA
improvisations	apraswuwa_yA_ASu_racanA
improvised	wawkAla_wEyAra_karanA
improvises	wawkAla_wEyAra_karanA
improvise	wawkAla_wEyAra_kara/kAmacalAU_prabanXa_kara
improvising	wawkAla_wEyAra_karanA
imprudence	avivekiwA/aviveka
imprudencer	avivekiwA
imprudencest	avivekiwA
imprudenter	uxXawa
imprudentest	uxXawa
imprudently	asAvaXAnI_se
imprudent	uxXawa/avivekapUrNa
imps	CotA_prewa_yA_piSAca
impudence	nirlajjawA/akKadawApUrNa_vacana/akKadapana
impudences	nirlajjawA
impudencies	nirlajjawA
impudency	nirlajjawA
impudenter	nirlajja
impudentest	nirlajja
impudently	XqRtawApUrvaka/DiTAI_se
impudent	nirlajja/akKada
impugned	para_sanxeha_karanA
impugning	para_sanxeha_karanA
impugn	para_sanxeha_kara
impugns	para_sanxeha_karanA
impulse	Avega/uwwejanA/umafga/AvegI
impulse_noun	Avega
impulses	Avega
impulsive	AvegI/mOjI/AvegaSIla/apreriwa
impulsively	AvegaSIla/AvegapUrNa_Dafga_se
impulsiveness	AvegiwA/AvegaSIlawA
impulsivenesses	AvegiwA
impulsiver	AvegI
impulsivest	AvegI
impunities	xaNdamukwi
impunity	xaNdamukwi
impure	anirmala/aSuxXa/apaviwra
impurer	anirmala
impurest	anirmala
impurities	aSuxXawA
impurity	aSuxXawA/ganxagI
imputation	AropaNa/lACana
imputations	lACana
imputed	xoRa_lagAnA
imputes	xoRa_lagAnA
impute	xoRa_lagA
imputing	xoRa_lagAnA
inabilities	asAmarWya
inability	asAmarWya/ayogyawA/asamarWawA
inaccessibilities	agamyawA
inaccessibility	agamyawA/aprApyawA/anupalabXawA
inaccessible	agamya
inaccessibleness	agamyawA
inaccessiblenesses	agamyawA
inaccessibler	agamya
inaccessiblest	agamya
inaccuracies	aSuxXi
inaccuracy	aSuxXi/galawI
inaccurate	aSuxXa/galawa
inaccurately	aSuxXi_se/galawa_warIke_se
inaccurater	aSuxXa
inaccuratest	aSuxXa
inaction	niRkriyawA/karmahInawA/akArya/akarma/akaraNa
inactions	niRkriyawA
inactivenesses	niRkriyawA
inactiveness	niRkriyawA/karmahInawA/akArya/akarma/akaraNa
inactive	niRkriya/praBAvahIna/bekAra
inactiver	niRkriya
inactivest	niRkriya
inactivities	niRkriyawA
inactivity	niRkriyawA/karmahInawA/akArya/akarma/akaraNa
inadequacies	aparyApwawA
inadequacy	aparyApwawA/kamI/ayogyawA/apryApwawA
inadequate	aparyApwa/ayogya
inadequately	ayogyawA_se/aparyApwa_rUpa_se
inadmissible	asvIkArya/amAnya
inadmissibler	asvIkArya
inadmissiblest	asvIkArya
inadvertence	asAvaXAnI/lAparavAhI/BUla/BUla
inadvertences	asAvaXAnI
inadvertencies	asAvaXAnI
inadvertency	asAvaXAnI
inadvertent	asAvaXAna/beKabara/asAvaXAnIvaSa_huA
inadvertenter	asAvaXAna
inadvertentest	asAvaXAna
inadvertently	asAvaXAnI_se/galawI_se
inadvisable	anuciwa/aparAmarSya
inadvisabler	anuciwa
inadvisablest	anuciwa
inalienable	anapahArya/anapavarwiwa/ahaswAnwaraNIya
inalienabler	anapahArya
inalienablest	anapahArya
inalterable	aparivarwanIya
inanely	nirarWakawA_se/mUrKawApUrNa_Dafga_se
inaner	acewa
inanes	acewa
inanest	acewa
inane	SUnya/mUrKawApUrNa/acewa
inanimate	acewana/nirjIva
inanimater	acewana
inanimatest	acewana
inanities	SUnyawA
inanity	SUnyawA/nirarWakawA/mAnasika_jadawA
inapplicable	aprayojya
inapplicabler	aprayojya
inapplicablest	aprayojya
inappropriate	asafgawa/anupayukwa
inappropriately	anupayukwa_rUpa_se/anupayukwa_Dafga_se
inappropriateness	anupayukwawA/anuciwa_vyavahAra
inappropriatenesses	anupayukwawA
inappropriater	asafgawa
inappropriatest	asafgawa
inapt	anupayukwa/akuSala/ayogya
inapter	ayogya
inaptest	ayogya
inaptly	anuciwa_rUpa_se/akuSalawA_se
inaptness	anupayukwawA
inarguable	warkAwIwa/warkAgamya/awarkya/avivAxAspaxa/aprawarkya
inarguably	avivAxAspaxa_rUpa_se
inarticulate	avyakwa/vyakwa_karane_meM_asamarWa/aspaRta
inarticulately	tUte-PUte_Dafga_se/sanxigXawaH/aspaRtawaH/aspaRta_Dafga_se
inarticulater	avyakwa
inarticulatest	avyakwa
inartistic	akalAwmaka
in-as-much-as	isase/cuzki
inattentions	upekRA
inattention	upekRA/lAparavAhI
inattentive	asAvaXAna/lAparavAha
inattentively	beXyAnI_meM
inattentivenesses	upekRA
inattentiveness	upekRA
inattentiver	asAvaXAna
inattentivest	asAvaXAna
inaudibility	aSravyawA
inaudible	aSrAvya/na_sunAI_xene_vAlA/aSravya
inaudibler	aSrAvya
inaudiblest	aSrAvya
inaudibly	XImI_Avaja_meM/sunAI_na_pade/Ese_Dafga_se
inaugration	uxGAtana
inaugural	AramBa/uxGAtanAwmaka/uxGAtana-BARaNa/OpacArika_aXiRTApana
inauguraler	AramBa
inauguralest	AramBa
inaugurals	AramBa
inaugurated	uxGAtana_karanA
inaugurates	uxGAtana_karanA
inaugurate	uxGAtana_kara/SuBAramBa_kara/praWama_paricaya_karavA
inaugurating	uxGAtana_karanA
inauguration	prawiRTApana/uxGAtana/OpacArika_aXiRTApana/SuBAramBa
inaugurations	SuBAramBa
inauspicious	aSuBa
inauspiciouser	aSuBa
inauspiciousest	aSuBa
inauspiciously	aSuBa_Dafga_se
inauspiciousness	ananukUlawA
inauthentic	apramANika/jAlI/aprAmANika
inauthenticity	apramANikawA/aprAmANikawA
inboard	BIwarI
inboarder	BIwarI
inboardest	BIwarI
inborner	prAkqwika
inbornest	prAkqwika
inborn	sahaja/janmajAwa/prakqwika
inbreder	sahaja
inbredest	sahaja
inbred	sahaja/janmajAwa
inbreeding	anwaH_prajanana/anwaHprajanana
inbreedinger	anwaH_prajanana
inbreedingest	anwaH_prajanana
inbreedings	anwaH_prajanana
inbuilt	prAkqwika_banAvata/sannihiwa/anwarnihiwa
incalculable	gaNanAwIwa/beSumAra
incalculabler	gaNanAwIwa
incalculablest	gaNanAwIwa
incalculably	beSumAra_warIke_se
incandescence	wApa_xIpwi
incandescenter	uwwApa_se_camakanevAlA
incandescentest	uwwApa_se_camakanevAlA
incandescent	uwwApa_se_camakanevAlA/wApaxIpwa/uwwejiwa/awyaXika_camakIlA
incantation	jAxU-tonA/manwra
incantations	jAxU-tonA
incapable	ayogya/asamarWa/akRama
incapabler	ayogya
incapablest	ayogya
incapacitate	ayogya_banA/aSakwa_banA_xe
incapacitated	ayogya_banAnA
incapacitates	ayogya_banAnA
incapacitating	ayogya_banAnA
incapacitation	akRamawA
incapacities	asAmarWya
incapacity	asAmarWya/asamarWawA/aSakwawA
incarcerated	kExa_karanA
incarcerate	kExa_kara
incarcerater	kExa_karanA
incarcerates	kExa_karanA
incarceratest	kExa_karanA
incarcerating	kExa_karanA
incarceration	kExa
incarnated	SarIraXArI
incarnater	SarIraXArI
incarnate	SarIraXArI/sAkRAw/avawAra_ho
incarnates	SarIraXArI
incarnatest	SarIraXArI
incarnating	SarIraXArI
incarnation	avawAraNa/avawaraNa/avawAra
incarnations	avawaraNa
incased	dibbe_me_raKanA
incase	dibbe_me_raKanA
incases	dibbe_me_raKanA
incasing	dibbe_me_raKanA
incautious	asAvaXAna
incautiouser	asAvaXAna
incautiousest	asAvaXAna
incautiously	aSavaXAnIvaSa/XyAnahInawaH/asAvaXAnIvaSa/asAvaXAnawaH
incendiarier	xAhaka
incendiariest	xAhaka
incendiaries	xAhaka
incendiary	xAhaka/vixrohAwmaka/uwwejaka/agni-bama
incensed	gussA_xilAnA
incenses	gussA_xilAnA
incense	suganXa/XUpa/nArAja_kara/gussA_xilA
incensing	gussA_xilAnA
incentive	preraNAxAyaka/preraNAxAyaka/preraNA
incentiver	preraNAxAyaka
incentives	preraNAxAyaka
incentivest	preraNAxAyaka
inception	AramBa
inceptions	AramBa
incertitude	sanxigXawA
incessanter	sawawa
incessantest	sawawa
incessantly	lagAwAra
incessant	sawawa/anavarawa
incests	vyaBicAra
incestuouser	vyaBicArI
incestuousest	vyaBicArI
incestuously	kOtumbika_vyaBicAra_xvArA
incestuous	vyaBicArI/kOtumbika_vyaBicArAwmaka/kOtumbika
incest	vyaBicAra/kOtumbika_vyaBicAra
in-charge	praBArI
incharge	praBArI
inch	bAla_bAla/iMca/sarakA/saraka/XIre_XIre_Age_baDa
inch-by-Inch	XIre-XIre
inches	XIre_XIre_Age_baDanA
inchoate	apakva/aparipakva
inchoater	apakva
inchoatest	apakva
incidence	Apawana/Apawana{BAra}
incidences	Apawana
incidentaler	prAsafgika
incidentalest	prAsafgika
incidentally	akasmAwa/vEse/saMyoga_se/prasafgavaSa
incidental	prAsafgika/saMlagna/judA_huA/prAsafgika_vyaya
incidentals	prAsafgika
incident	GatanA/vAraxAwa/prasafga/Gat
incidents	GatanA
inc	iMka
incinerate	Basma_kara_xe
incinerated	Basma_kara_xenA
incinerates	Basma_kara_xenA
incinerating	Basma_kara_xenA
incineration	BasmIkaraNa
incinerations	BasmIkaraNa
incinerator	Basmaka
incinerators	Basmaka
incipienter	prAramBI
incipientest	prAramBI
incipient	prAramBI/AramBika
incised	uwkIrNa_karanA
incises	uwkIrNa_karanA
incise	uwkIrNa_kara
incising	uwkIrNa_karanA
incision	cIrA
incisions	cIrA
incisively	wIkRNawA_se
incisiveness	wIkRNawA
incisiver	wIkRNa
incisivest	wIkRNa
incisive	wIkRNa/praBAvaSAlI
incisor	Cexaka/kqnwaka
incisors	Cexaka
incited	uwwejiwa_karanA
incitements	uwwejana
incitement	uwwejana/BadakAvA
incites	uwwejiwa_karanA
incite	uwwejiwa_kara/BadakA
inciting	uwwejiwa_karanA
incitive	vixrohAwmaka
incivilities	aSiRtawA
incivility	aSiRtawA
inclemency	pracaNdawA/KarAba_mOsama
inclementer	weja
inclementest	weja
inclementness	KarAba_mOsama
inclement	weja
inclination	JukAva/SOka/ruci/pravqwi/pasanxa/DAla
inclinations	JukAva
inclineder	pravqwwa
inclinedest	pravqwwa
inclined	pravqwwa/wEyAra/JukA_huA
incline	JukanA/DAla/prowsAhiwa_kara/preriwa_kara/pravqwa_ho/Juka/DAla_ho/JukA
inclines	JukAnA
inclining	JukAnA
inclosed	banxa_karanA
inclose	Gera
incloses	banxa_karanA
inclosing	banxa_karanA
inclosure	saMlagna_pawra
inclosures	saMlagnaka
